@RELATION trainedClassifier/svmNoLapelModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {speech,non-speech}

@DATA
0.081420,0.011455,3.116773,0.163863,0.181730,0.679526,0.008585,0.123060,-25.927768,1.524190,0.974637,-0.057933,-0.948771,-0.112807,-0.140850,0.011170,-0.370209,-0.243242,-0.118659,-0.028482,-0.255438,0.021727,0.004765,0.015874,0.022624,0.028090,0.017465,0.013345,0.001463,0.007731,0.018959,0.021515,0.012945,0.024674,0.056080,0.009751,0.195555,0.049934,0.028105,0.479825,0.006614,0.094215,1.450322,0.622629,0.579593,0.480267,0.355506,0.338885,0.332865,0.290745,0.286550,0.302148,0.306085,0.286503,0.290935,0.025822,0.006505,0.018518,0.030864,0.030963,0.025641,0.015487,0.002110,0.011194,0.022129,0.022786,0.020062,0.013464,speech
0.080839,0.011239,3.100531,0.165011,0.186055,0.644579,0.008148,0.121917,-25.998288,1.552634,0.916818,-0.180912,-1.045578,-0.000419,-0.199716,0.102670,-0.358998,-0.258155,-0.131752,-0.063248,-0.254332,0.022329,0.009406,0.017233,0.019215,0.030888,0.015186,0.012624,0.002000,0.006961,0.018856,0.014726,0.010841,0.023083,0.055564,0.010697,0.178750,0.052965,0.029813,0.464165,0.005444,0.094796,1.492426,0.611012,0.611361,0.501914,0.329690,0.332111,0.316156,0.314100,0.284368,0.268705,0.303768,0.298630,0.297398,0.027290,0.016152,0.018790,0.023151,0.033890,0.021602,0.014977,0.003409,0.010113,0.022512,0.016510,0.015656,0.012487,speech
0.089153,0.009735,3.112004,0.166678,0.177614,0.787283,0.007471,0.141203,-25.921481,1.325205,0.887979,-0.149680,-1.009499,-0.135707,0.006239,0.034138,-0.294176,-0.201448,-0.100854,-0.011050,-0.303179,0.019833,0.006167,0.015616,0.019209,0.016709,0.010891,0.010342,0.003094,0.008724,0.018964,0.022604,0.010695,0.020608,0.058621,0.008374,0.197886,0.050950,0.027063,0.496658,0.005515,0.097338,1.424116,0.629269,0.549830,0.500375,0.349572,0.368710,0.317210,0.287115,0.273022,0.294826,0.283228,0.261806,0.285603,0.023338,0.008897,0.018320,0.025608,0.020236,0.015658,0.011780,0.004913,0.011163,0.020895,0.026658,0.015583,0.012872,speech
0.103699,0.018499,3.141324,0.184855,0.181747,0.936293,0.006231,0.168220,-25.130412,1.334366,1.031480,-0.219781,-0.911355,-0.047740,-0.111702,0.015533,-0.385073,-0.340185,-0.196751,-0.122858,-0.246877,0.021800,0.007096,0.023463,0.027967,0.022904,0.015211,0.011585,0.001824,0.006714,0.010906,0.014402,0.007218,0.023028,0.066519,0.016463,0.160080,0.053977,0.022814,0.564473,0.004315,0.115476,1.330451,0.552054,0.555254,0.442839,0.325522,0.311929,0.334724,0.297103,0.298611,0.286388,0.296712,0.292327,0.305240,0.027281,0.010110,0.025255,0.030942,0.026445,0.021710,0.014335,0.002867,0.009746,0.013490,0.016787,0.011307,0.013921,speech
0.086185,0.009793,3.134838,0.169218,0.181160,0.767716,0.007105,0.136916,-26.089121,1.442611,0.924245,-0.162000,-0.915773,-0.096313,-0.106194,0.048040,-0.332312,-0.198008,-0.143155,-0.098129,-0.319229,0.024279,0.009255,0.019917,0.020285,0.021431,0.011795,0.010926,0.002274,0.008255,0.014634,0.023538,0.010940,0.023352,0.051808,0.008403,0.169290,0.046705,0.026029,0.467462,0.004820,0.094514,1.350330,0.612080,0.623126,0.456839,0.344601,0.360224,0.349310,0.302778,0.274329,0.298904,0.277528,0.278362,0.289504,0.027024,0.013016,0.021354,0.024994,0.025971,0.016691,0.012519,0.003923,0.011469,0.016484,0.025011,0.015412,0.013328,speech
0.084505,0.005941,3.120039,0.177200,0.203111,0.717493,0.006799,0.128861,-26.720069,1.484124,0.691735,-0.151314,-0.859939,-0.147228,0.196902,0.093679,-0.282461,-0.342656,0.009654,-0.033344,-0.241482,0.019839,0.005399,0.024802,0.025232,0.018332,0.009713,0.010954,0.002786,0.005023,0.019883,0.018950,0.007406,0.019534,0.048066,0.005848,0.180969,0.047925,0.032945,0.480430,0.004723,0.087023,1.533418,0.614033,0.638138,0.576585,0.320591,0.354782,0.256291,0.292734,0.249150,0.268589,0.230068,0.242781,0.246459,0.021014,0.006631,0.026844,0.031227,0.022556,0.011635,0.009856,0.005745,0.005565,0.022086,0.018129,0.011103,0.011410,speech
0.081180,0.018182,3.077799,0.162454,0.180903,0.648300,0.009271,0.122319,-25.574391,1.699550,0.978479,-0.216463,-1.033034,0.018531,-0.191497,0.082382,-0.285439,-0.223133,-0.126552,-0.011211,-0.249990,0.022016,0.010402,0.017984,0.015239,0.026830,0.013006,0.013557,0.001436,0.008385,0.021051,0.019555,0.010279,0.023278,0.064535,0.017146,0.219072,0.058021,0.029323,0.503326,0.006205,0.105870,1.581909,0.609983,0.586252,0.464835,0.360691,0.331428,0.350510,0.314395,0.291939,0.309348,0.276092,0.293189,0.279433,0.026376,0.016516,0.021170,0.019764,0.031016,0.019184,0.017233,0.002056,0.011826,0.024495,0.023458,0.014645,0.012273,speech
0.079017,0.020016,3.096289,0.159316,0.179172,0.643875,0.009791,0.119849,-25.222238,1.603446,0.882419,-0.069437,-0.993984,-0.113330,-0.115451,-0.004206,-0.347161,-0.299605,-0.222323,-0.093322,-0.264072,0.023730,0.007844,0.025396,0.025512,0.031707,0.012515,0.010333,0.001760,0.006201,0.012682,0.021263,0.010838,0.025400,0.057874,0.017793,0.223028,0.052488,0.027656,0.490631,0.007230,0.098674,1.548123,0.641258,0.603437,0.488724,0.372301,0.342064,0.329593,0.311171,0.293399,0.316433,0.300586,0.288331,0.286241,0.030841,0.011986,0.029452,0.031285,0.035804,0.017966,0.013090,0.002936,0.010127,0.015222,0.027265,0.017503,0.014136,speech
0.077776,0.018004,3.125186,0.160146,0.181298,0.655752,0.008341,0.120539,-25.154496,1.585383,0.968101,-0.082283,-0.940351,-0.083651,-0.102940,0.017983,-0.352391,-0.252663,-0.176076,-0.042752,-0.254279,0.023442,0.006856,0.019715,0.020617,0.028481,0.010847,0.012464,0.002361,0.008590,0.019301,0.023712,0.010054,0.023951,0.059006,0.015581,0.172023,0.052962,0.026414,0.506219,0.005886,0.102148,1.444225,0.619180,0.626351,0.474422,0.381212,0.354481,0.309820,0.319815,0.293010,0.292542,0.290107,0.291038,0.271247,0.027648,0.010595,0.025092,0.024394,0.030061,0.014529,0.016660,0.004776,0.012481,0.021126,0.027274,0.014647,0.012542,speech
0.079682,0.017741,3.122713,0.158381,0.179880,0.646851,0.008094,0.124110,-24.986600,1.594463,0.927015,-0.191159,-1.017124,-0.010229,-0.104916,0.077143,-0.370335,-0.237223,-0.131897,0.001634,-0.259956,0.021269,0.006969,0.018025,0.018248,0.026216,0.012335,0.011139,0.002481,0.008451,0.022230,0.021808,0.009171,0.022214,0.057727,0.014455,0.183335,0.054822,0.026789,0.483059,0.005038,0.103634,1.347736,0.623769,0.578821,0.501007,0.377588,0.334595,0.336932,0.299305,0.278102,0.281260,0.273314,0.298999,0.294168,0.024653,0.010815,0.020191,0.021907,0.027896,0.016913,0.012038,0.004505,0.012472,0.024056,0.024491,0.013469,0.011281,speech
0.075253,0.014891,3.114926,0.157657,0.183585,0.608209,0.008868,0.115391,-25.474630,1.621043,0.857104,0.048305,-0.966189,-0.003859,-0.176791,0.022417,-0.324014,-0.196879,-0.183970,0.007631,-0.234269,0.021130,0.007276,0.021555,0.020040,0.026593,0.010386,0.013150,0.002002,0.012071,0.026208,0.018559,0.006820,0.023859,0.054028,0.013728,0.192386,0.052105,0.029140,0.482670,0.006171,0.096921,1.480423,0.576982,0.622371,0.459872,0.387769,0.370087,0.327051,0.286125,0.278310,0.267926,0.292895,0.290196,0.294379,0.026935,0.011677,0.026915,0.024421,0.027923,0.013854,0.016210,0.003369,0.018201,0.031136,0.021624,0.010808,0.012613,speech
0.076906,0.022448,3.114711,0.161290,0.185518,0.619119,0.008543,0.116583,-24.921759,1.650148,0.974952,-0.069985,-0.959738,-0.030449,-0.231478,-0.011387,-0.381937,-0.217250,-0.187659,-0.043245,-0.202606,0.021621,0.006557,0.021830,0.022897,0.035215,0.013080,0.014743,0.001822,0.009035,0.020401,0.019529,0.008728,0.025644,0.057708,0.020608,0.175229,0.052934,0.028696,0.484781,0.005744,0.101653,1.448621,0.598372,0.599627,0.456144,0.389283,0.361455,0.317775,0.302278,0.282962,0.297926,0.286956,0.293574,0.305551,0.025077,0.010450,0.027566,0.028293,0.036201,0.017757,0.018653,0.002845,0.014584,0.027151,0.022272,0.013707,0.012675,speech
0.076452,0.013173,3.107913,0.155070,0.178073,0.620732,0.008999,0.117506,-25.671197,1.559835,1.084961,0.013643,-0.994042,0.024761,-0.181407,0.042783,-0.391248,-0.244492,-0.151744,-0.101402,-0.269346,0.032035,0.006238,0.023064,0.019113,0.025812,0.010484,0.011549,0.001634,0.006581,0.021539,0.024967,0.008527,0.025105,0.055923,0.011508,0.209334,0.052181,0.027880,0.463218,0.006772,0.096279,1.492748,0.630764,0.551515,0.517848,0.384840,0.332457,0.329973,0.293265,0.256295,0.264243,0.262529,0.273326,0.285935,0.038377,0.009351,0.027485,0.024373,0.028892,0.014251,0.014356,0.002477,0.008908,0.024440,0.025456,0.011525,0.013049,speech
0.081309,0.019265,3.102786,0.163860,0.183721,0.619641,0.009814,0.122166,-25.447092,1.763046,0.909458,-0.060829,-0.935271,-0.072620,-0.186062,-0.004460,-0.356295,-0.273499,-0.146663,-0.120822,-0.243185,0.027629,0.006936,0.022480,0.026678,0.032457,0.013060,0.010512,0.001875,0.006970,0.017870,0.019785,0.009464,0.026391,0.064239,0.017304,0.220712,0.058029,0.029293,0.505472,0.007486,0.107911,1.505397,0.602948,0.599154,0.474134,0.378696,0.363702,0.307896,0.297829,0.270189,0.307953,0.295974,0.302304,0.277078,0.034096,0.011509,0.027520,0.033075,0.035088,0.019016,0.012669,0.003256,0.011447,0.022275,0.023684,0.015171,0.014201,speech
0.095862,0.014054,3.112337,0.177080,0.180953,0.857388,0.007813,0.150571,-25.667122,1.379519,1.160441,-0.215882,-0.873366,-0.131410,-0.115124,-0.000284,-0.376803,-0.218421,-0.172409,-0.099003,-0.290672,0.023514,0.005561,0.021393,0.026280,0.024657,0.012304,0.012064,0.002293,0.007323,0.011599,0.019595,0.009200,0.023634,0.063993,0.011997,0.195306,0.053231,0.027993,0.504460,0.006008,0.106948,1.408364,0.672612,0.503850,0.550025,0.355472,0.343281,0.332863,0.304319,0.308692,0.279177,0.284293,0.292128,0.333727,0.029712,0.008473,0.027144,0.034456,0.034200,0.018077,0.014084,0.004096,0.011666,0.014275,0.023696,0.015191,0.015228,speech
0.089812,0.012143,3.121705,0.170230,0.181868,0.751467,0.007658,0.137020,-25.835497,1.487918,0.895674,-0.170974,-0.872824,-0.004381,-0.065204,-0.005242,-0.365993,-0.248744,-0.165814,-0.032817,-0.299068,0.026870,0.007888,0.018995,0.019288,0.022706,0.013113,0.012772,0.002801,0.007940,0.017327,0.020382,0.005604,0.022772,0.061211,0.010984,0.187352,0.054450,0.028265,0.501827,0.005534,0.103635,1.490107,0.675472,0.598470,0.461111,0.365261,0.342960,0.316281,0.310906,0.301037,0.290708,0.315241,0.297935,0.301085,0.031492,0.012772,0.021227,0.026253,0.026596,0.018033,0.016416,0.005400,0.012538,0.020971,0.023832,0.007821,0.012887,speech
0.088513,0.014816,3.142070,0.162227,0.179529,0.806715,0.006840,0.137273,-25.359126,1.049155,0.494179,0.014688,-0.904628,-0.257213,0.203315,-0.043679,-0.322872,-0.227781,-0.029456,-0.124886,-0.238327,0.024640,0.007562,0.019325,0.017836,0.013463,0.012478,0.013639,0.004055,0.007407,0.010425,0.013934,0.007747,0.017038,0.048002,0.016687,0.186941,0.043918,0.028228,0.506737,0.006449,0.086905,1.563755,0.636956,0.635129,0.554343,0.311870,0.314398,0.283043,0.272560,0.238093,0.235234,0.274761,0.272726,0.261679,0.028292,0.010519,0.020627,0.022617,0.014830,0.017822,0.015854,0.006805,0.008925,0.011370,0.016258,0.010477,0.012288,speech
0.085603,0.007447,3.110358,0.167366,0.183346,0.718919,0.008208,0.133696,-26.490210,1.469359,0.939519,-0.166974,-1.063109,-0.087723,-0.127118,0.099348,-0.337648,-0.211636,-0.132548,-0.065094,-0.248975,0.022091,0.009083,0.018893,0.014667,0.025752,0.015172,0.011679,0.001518,0.006744,0.019385,0.019033,0.013030,0.023067,0.061814,0.006808,0.207469,0.054135,0.027064,0.491952,0.006178,0.107560,1.404612,0.598926,0.565345,0.472019,0.376502,0.325964,0.315057,0.300134,0.280744,0.280260,0.259732,0.276402,0.284689,0.025723,0.015547,0.022435,0.017091,0.028165,0.020980,0.014696,0.002202,0.009610,0.023113,0.022665,0.020689,0.012618,speech
0.088682,0.012744,3.125814,0.166128,0.178218,0.748870,0.007830,0.139205,-25.733508,1.402072,0.880622,-0.211479,-1.009846,-0.056852,-0.111687,0.082915,-0.382238,-0.238816,-0.155100,-0.052054,-0.305306,0.023547,0.008451,0.019799,0.020599,0.022151,0.011094,0.010044,0.001919,0.007821,0.015228,0.016007,0.011326,0.021895,0.060927,0.010896,0.189952,0.053906,0.027365,0.466397,0.005399,0.100820,1.506934,0.612440,0.585344,0.491872,0.374391,0.366598,0.338532,0.295851,0.293341,0.289870,0.280378,0.276868,0.294614,0.026541,0.012057,0.022423,0.025568,0.024643,0.014639,0.011813,0.002945,0.010469,0.018227,0.019338,0.016157,0.012494,speech
0.092844,0.010017,3.092456,0.174924,0.184364,0.819728,0.006742,0.143492,-26.013588,1.382930,1.067417,-0.153043,-0.982253,-0.017804,-0.090405,0.006006,-0.313187,-0.247505,-0.122713,-0.025724,-0.257177,0.019472,0.007683,0.018511,0.018395,0.018003,0.010227,0.016409,0.002205,0.010952,0.015512,0.018114,0.007085,0.019391,0.055852,0.009514,0.211887,0.050224,0.030777,0.498337,0.004767,0.097352,1.489537,0.656478,0.507873,0.471042,0.337050,0.332623,0.301745,0.292852,0.277242,0.276126,0.250321,0.266828,0.279151,0.022588,0.011740,0.020737,0.022860,0.019854,0.012980,0.019029,0.003371,0.014701,0.015782,0.019072,0.010092,0.011739,speech
0.074304,0.011956,3.134339,0.155640,0.179371,0.619479,0.008641,0.115611,-25.847523,1.672332,0.987785,-0.146652,-0.928276,0.083479,-0.175792,0.012698,-0.376911,-0.247092,-0.136163,-0.037892,-0.270523,0.028646,0.006501,0.020456,0.019569,0.024419,0.015779,0.012397,0.002044,0.008291,0.017968,0.024539,0.009356,0.024255,0.055915,0.009850,0.181506,0.052500,0.028828,0.484269,0.005643,0.100451,1.506252,0.640465,0.579107,0.477095,0.368424,0.376012,0.310938,0.316819,0.296421,0.302474,0.286912,0.295328,0.300467,0.034494,0.011201,0.024425,0.022356,0.028092,0.021507,0.014146,0.003409,0.012784,0.020288,0.028275,0.012940,0.012959,speech
0.086161,0.012700,3.122467,0.168200,0.180310,0.758745,0.007910,0.135269,-25.775092,1.545620,1.048522,-0.234550,-0.932805,-0.015543,-0.146204,0.030742,-0.447746,-0.297447,-0.230505,-0.097561,-0.282336,0.020747,0.009782,0.021531,0.030090,0.027610,0.015777,0.012450,0.001766,0.007303,0.011387,0.015155,0.008023,0.023511,0.056790,0.010988,0.181074,0.050717,0.028411,0.476554,0.005404,0.100269,1.452705,0.628616,0.594246,0.457261,0.351064,0.345218,0.336172,0.305021,0.309131,0.296353,0.286685,0.290172,0.300687,0.025167,0.014164,0.022302,0.034817,0.029408,0.022056,0.014703,0.003146,0.011239,0.013046,0.018517,0.012374,0.013025,speech
0.085002,0.019314,3.119722,0.167306,0.179918,0.750136,0.007892,0.132356,-24.997741,1.497528,0.943239,-0.298261,-0.959838,-0.080718,-0.117138,0.042876,-0.442513,-0.265306,-0.237168,-0.097720,-0.228457,0.016990,0.009326,0.022766,0.023320,0.026267,0.015842,0.014818,0.001841,0.006098,0.013434,0.015493,0.010307,0.023296,0.058374,0.016385,0.177326,0.050326,0.023678,0.503074,0.005352,0.102167,1.268359,0.575526,0.557398,0.491004,0.360667,0.348224,0.339986,0.315177,0.317785,0.313808,0.310282,0.297009,0.306761,0.019621,0.013882,0.026868,0.024862,0.030190,0.021413,0.019166,0.003087,0.008873,0.015451,0.018701,0.015338,0.012336,speech
0.089968,0.005776,3.158451,0.173136,0.184662,0.834299,0.005377,0.142235,-26.281470,1.092677,0.730287,-0.063513,-0.770928,-0.155762,0.097414,-0.079124,-0.371494,-0.373188,-0.127043,-0.167384,-0.283292,0.024210,0.007101,0.021518,0.024014,0.017101,0.012403,0.009052,0.003112,0.006341,0.011567,0.012764,0.007312,0.018244,0.040975,0.005428,0.141404,0.040152,0.026228,0.435410,0.003274,0.085130,1.173828,0.711037,0.605197,0.522266,0.316343,0.318492,0.281185,0.257755,0.248523,0.231205,0.244489,0.275240,0.262726,0.028652,0.008883,0.022849,0.027239,0.019014,0.015518,0.008955,0.004363,0.007608,0.011927,0.013068,0.010091,0.011212,speech
0.079435,0.011667,3.129732,0.163739,0.188633,0.681766,0.006982,0.120462,-25.526331,1.397970,0.657553,-0.072687,-0.773670,-0.104500,0.032748,-0.053752,-0.322036,-0.338873,-0.009241,-0.115333,-0.283379,0.024723,0.007999,0.022681,0.023154,0.020162,0.013252,0.013295,0.003420,0.007409,0.015786,0.018974,0.007892,0.020444,0.044056,0.010227,0.184429,0.042616,0.028444,0.439725,0.004574,0.083288,1.403516,0.679819,0.636151,0.469593,0.333354,0.329527,0.272294,0.243828,0.240564,0.266198,0.272036,0.253747,0.257065,0.028461,0.011893,0.023681,0.026600,0.022580,0.016263,0.014011,0.005553,0.010603,0.015548,0.020646,0.010480,0.011464,speech
0.073171,0.012777,3.097328,0.159690,0.194113,0.558426,0.008729,0.103483,-25.765798,1.749662,0.556468,-0.078029,-0.695329,-0.233431,0.069251,0.029700,-0.355074,-0.365203,-0.044132,-0.145044,-0.253703,0.027162,0.009035,0.027522,0.024343,0.021859,0.012671,0.011908,0.002553,0.008901,0.017844,0.021552,0.007304,0.022819,0.048470,0.011628,0.242723,0.051321,0.033091,0.447165,0.006484,0.090017,1.593621,0.662006,0.638707,0.548296,0.328250,0.329738,0.254619,0.248001,0.243600,0.253198,0.275664,0.274253,0.279402,0.029948,0.012984,0.029736,0.028939,0.024159,0.015977,0.012129,0.003893,0.011624,0.017083,0.022476,0.010382,0.012039,speech
0.071952,0.007760,3.080141,0.158035,0.193574,0.566217,0.008186,0.105212,-26.307016,1.615655,0.494008,-0.127932,-0.695132,-0.170447,0.100813,-0.014475,-0.331217,-0.333631,-0.030177,-0.110923,-0.278806,0.029622,0.006400,0.021020,0.018660,0.022154,0.012846,0.013649,0.003594,0.008146,0.020546,0.022700,0.008470,0.021553,0.045755,0.007480,0.262873,0.050763,0.036135,0.428993,0.005639,0.086993,1.659041,0.671884,0.707047,0.521638,0.341801,0.340713,0.276523,0.249498,0.244910,0.258052,0.252895,0.249334,0.274184,0.032751,0.008466,0.022698,0.021205,0.022864,0.015868,0.014308,0.006140,0.010752,0.019799,0.022480,0.012060,0.011035,speech
0.086831,0.010705,3.114661,0.169537,0.192855,0.799710,0.005366,0.131999,-25.663267,1.041145,0.734995,0.063913,-0.904707,-0.175548,0.127765,0.031325,-0.233747,-0.219132,0.028855,0.037774,-0.274429,0.018228,0.004038,0.013100,0.015576,0.012356,0.009802,0.014218,0.001599,0.010683,0.016686,0.025088,0.008673,0.016338,0.041444,0.011597,0.191010,0.047529,0.032351,0.490356,0.003586,0.079033,1.770244,0.644527,0.559396,0.558191,0.298084,0.273036,0.241716,0.219091,0.261337,0.236727,0.220036,0.215271,0.273962,0.021012,0.004027,0.014368,0.020095,0.011554,0.011210,0.014002,0.001283,0.017702,0.016195,0.027753,0.012621,0.010250,speech
0.070663,0.017034,3.101804,0.154526,0.183286,0.598173,0.008322,0.106806,-25.119998,1.482633,0.575715,-0.229531,-0.734129,-0.133868,-0.000404,0.006534,-0.283562,-0.361412,-0.079381,-0.146778,-0.332716,0.028512,0.011309,0.026125,0.020606,0.028145,0.012722,0.010206,0.003021,0.007236,0.013978,0.017579,0.008120,0.022567,0.043883,0.015352,0.217034,0.047958,0.035007,0.430364,0.005527,0.082729,1.674728,0.684156,0.730703,0.603223,0.356992,0.336762,0.279403,0.260900,0.264405,0.273821,0.268459,0.296003,0.295825,0.032115,0.015525,0.029196,0.022282,0.030124,0.017328,0.011079,0.005370,0.010081,0.015498,0.020305,0.012588,0.011859,speech
0.069374,0.020668,3.100440,0.152357,0.183030,0.537933,0.009206,0.102255,-25.094018,1.722672,0.606338,-0.126725,-0.748722,-0.220609,0.042507,0.035573,-0.394781,-0.313197,-0.030887,-0.131996,-0.225300,0.029397,0.007113,0.027483,0.020514,0.024184,0.015045,0.012446,0.002517,0.008631,0.016135,0.024216,0.007770,0.024204,0.047168,0.017659,0.228847,0.051108,0.032643,0.429182,0.006220,0.092039,1.568464,0.678532,0.659732,0.534248,0.351502,0.330355,0.275879,0.249109,0.242686,0.271022,0.265844,0.268094,0.270351,0.031644,0.009987,0.031522,0.023955,0.026874,0.019825,0.014585,0.004242,0.010967,0.016852,0.028270,0.011733,0.012515,speech
0.062326,0.011137,3.089369,0.154173,0.194041,0.490855,0.008097,0.087844,-25.767037,1.636918,0.604537,-0.014790,-0.782117,-0.234779,0.004385,0.005119,-0.340672,-0.372633,-0.072523,-0.065976,-0.254510,0.027247,0.010069,0.020920,0.020643,0.042130,0.014180,0.011554,0.002389,0.006746,0.014645,0.020975,0.009714,0.024829,0.033966,0.010051,0.223979,0.041607,0.032784,0.362567,0.005709,0.070533,1.498991,0.654168,0.652400,0.553829,0.325860,0.312593,0.261043,0.251530,0.249540,0.245023,0.261681,0.250550,0.270659,0.030146,0.014472,0.021635,0.022761,0.038432,0.017989,0.012690,0.004334,0.008528,0.014350,0.021648,0.013944,0.012457,speech
0.070239,0.008791,3.096392,0.152035,0.183625,0.552996,0.009310,0.103270,-26.356956,1.670462,0.609087,-0.035019,-0.697433,-0.264665,0.044708,0.024333,-0.361370,-0.354913,-0.059607,-0.148835,-0.225445,0.028901,0.005809,0.026388,0.020869,0.028937,0.012770,0.010582,0.002367,0.007265,0.018861,0.024816,0.007105,0.024095,0.050224,0.007675,0.239740,0.050382,0.033392,0.455128,0.006470,0.091426,1.679007,0.718410,0.643598,0.581029,0.354918,0.332273,0.264923,0.247298,0.249724,0.254379,0.272076,0.272633,0.288912,0.034383,0.008103,0.028416,0.023754,0.031722,0.016706,0.010857,0.004556,0.010452,0.019469,0.027357,0.010931,0.012292,speech
0.078888,0.008324,3.122982,0.161263,0.184005,0.689828,0.007076,0.121096,-26.052662,1.330054,0.590913,-0.167668,-0.786482,-0.194222,0.087667,0.009792,-0.360741,-0.330207,-0.087824,-0.145390,-0.281841,0.025399,0.010398,0.021617,0.021483,0.025809,0.011918,0.010441,0.003185,0.005674,0.013519,0.016059,0.008969,0.020234,0.041416,0.007793,0.186810,0.042920,0.031269,0.420918,0.004885,0.082333,1.479833,0.686433,0.645220,0.581057,0.328932,0.309141,0.261241,0.246163,0.268888,0.245740,0.252928,0.289951,0.272472,0.030111,0.015101,0.023024,0.025824,0.026747,0.015039,0.010336,0.004583,0.007580,0.013505,0.018072,0.012590,0.011482,speech
0.081957,0.018999,3.100218,0.165013,0.184124,0.706537,0.008333,0.124345,-25.181990,1.400227,0.794130,-0.328824,-1.070361,0.001276,-0.136410,0.172832,-0.330630,-0.184318,-0.165732,-0.051381,-0.247311,0.022374,0.010778,0.019690,0.017927,0.018173,0.014055,0.010989,0.001626,0.007012,0.016554,0.016994,0.015166,0.022639,0.054474,0.017374,0.204151,0.050740,0.025247,0.493738,0.005935,0.100123,1.352217,0.642418,0.630605,0.507185,0.362264,0.339325,0.327791,0.316991,0.349433,0.324896,0.311973,0.304286,0.302089,0.025933,0.016483,0.021852,0.021813,0.024883,0.020493,0.012785,0.002471,0.011075,0.019454,0.020933,0.021487,0.012054,speech
0.100223,0.011374,3.119470,0.181180,0.180728,0.858485,0.007721,0.155906,-25.869840,1.398330,0.948117,-0.242442,-0.978382,-0.102741,-0.073567,-0.037159,-0.345856,-0.277198,-0.112980,-0.019420,-0.209393,0.018138,0.007387,0.018109,0.026801,0.021316,0.017133,0.012900,0.001790,0.009979,0.010010,0.015600,0.012400,0.022967,0.069751,0.009694,0.181971,0.055731,0.022436,0.557314,0.005901,0.116642,1.354860,0.595492,0.544214,0.472487,0.367364,0.327034,0.351857,0.307992,0.323304,0.320136,0.329594,0.308043,0.305353,0.020876,0.011761,0.021295,0.036339,0.026864,0.025456,0.016028,0.002822,0.016245,0.012818,0.020746,0.018074,0.014240,speech
